resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time_x,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name,date,time_y,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,full_name
23889,994,807,4,27,11,8,8,8,4.0,78,+24.839,6199646,57,6,1:16.061,157.941,1,2018,6,6,Monaco Grand Prix,2018-05-27,13:10:00,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
23890,994,830,9,33,20,9,9,9,2.0,78,+25.317,6200124,60,1,1:14.260,161.772,1,2018,6,6,Monaco Grand Prix,2018-05-27,13:10:00,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
23891,994,832,4,55,8,10,10,10,1.0,78,+1:09.013,6243820,19,18,1:17.491,155.027,1,2018,6,6,Monaco Grand Prix,2018-05-27,13:10:00,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
23898,994,840,3,18,17,17,17,17,0.0,76,\N,\N,61,3,1:14.944,160.295,12,2018,6,6,Monaco Grand Prix,2018-05-27,13:10:00,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lance Stroll
23899,994,844,15,16,14,\N,R,18,0.0,70,\N,\N,17,20,1:17.710,154.590,4,2018,6,6,Monaco Grand Prix,2018-05-27,13:10:00,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Charles Leclerc
23901,994,4,1,14,7,\N,R,20,0.0,52,\N,\N,23,13,1:17.018,155.979,6,2018,6,6,Monaco Grand Prix,2018-05-27,13:10:00,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
23904,995,830,9,33,3,3,3,3,15.0,68,+8.360,5319737,65,1,1:13.864,212.547,1,2018,7,7,Canadian Grand Prix,2018-06-10,18:10:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
23906,995,1,131,44,4,5,5,5,10.0,68,+21.559,5332936,66,6,1:14.183,211.633,1,2018,7,7,Canadian Grand Prix,2018-06-10,18:10:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
23908,995,807,4,27,7,7,7,7,6.0,67,\N,\N,64,11,1:15.588,207.699,11,2018,7,7,Canadian Grand Prix,2018-06-10,18:10:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
23909,995,832,4,55,9,8,8,8,4.0,67,\N,\N,61,13,1:15.666,207.485,11,2018,7,7,Canadian Grand Prix,2018-06-10,18:10:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
23910,995,839,10,31,8,9,9,9,2.0,67,\N,\N,61,12,1:15.610,207.639,11,2018,7,7,Canadian Grand Prix,2018-06-10,18:10:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Esteban Ocon
23911,995,844,15,16,13,10,10,10,1.0,67,\N,\N,65,10,1:15.480,207.996,11,2018,7,7,Canadian Grand Prix,2018-06-10,18:10:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Charles Leclerc
23912,995,842,5,10,16,11,11,11,0.0,67,\N,\N,67,14,1:15.699,207.395,11,2018,7,7,Canadian Grand Prix,2018-06-10,18:10:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Pierre Gasly
23919,995,4,1,14,14,\N,R,18,0.0,40,\N,\N,33,17,1:16.180,206.085,43,2018,7,7,Canadian Grand Prix,2018-06-10,18:10:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
23921,995,840,3,18,17,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,2018,7,7,Canadian Grand Prix,2018-06-10,18:10:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lance Stroll
23922,996,1,131,44,1,1,1,1,25.0,53,1:30:11.385,5411385,49,5,1:34.509,222.531,1,2018,8,34,French Grand Prix,2018-06-24,14:10:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
23923,996,830,9,33,4,2,2,2,18.0,53,+7.090,5418475,47,2,1:34.275,223.083,1,2018,8,34,French Grand Prix,2018-06-24,14:10:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
23929,996,832,4,55,7,8,8,8,4.0,53,+1:27.184,5498569,46,9,1:35.638,219.904,1,2018,8,34,French Grand Prix,2018-06-24,14:10:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
23930,996,807,4,27,12,9,9,9,2.0,53,+1:31.989,5503374,46,11,1:35.873,219.365,1,2018,8,34,French Grand Prix,2018-06-24,14:10:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
23931,996,844,15,16,8,10,10,10,1.0,53,+1:33.873,5505258,45,12,1:35.977,219.127,1,2018,8,34,French Grand Prix,2018-06-24,14:10:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Charles Leclerc
23937,996,4,1,14,16,16,16,16,0.0,50,\N,\N,48,6,1:35.133,221.071,36,2018,8,34,French Grand Prix,2018-06-24,14:10:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
23938,996,840,3,18,19,17,17,17,0.0,48,\N,\N,35,18,1:38.319,213.907,29,2018,8,34,French Grand Prix,2018-06-24,14:10:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lance Stroll
23940,996,839,10,31,11,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,2018,8,34,French Grand Prix,2018-06-24,14:10:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Esteban Ocon
23941,996,842,5,10,14,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,2018,8,34,French Grand Prix,2018-06-24,14:10:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Pierre Gasly
23942,997,830,9,33,4,1,1,1,25.0,71,1:21:56.024,4916024,70,4,1:07.442,230.491,1,2018,9,70,Austrian Grand Prix,2018-07-01,13:10:00,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
23947,997,839,10,31,11,6,6,6,8.0,70,\N,\N,64,11,1:08.850,225.777,11,2018,9,70,Austrian Grand Prix,2018-07-01,13:10:00,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Esteban Ocon
23949,997,4,1,14,13,8,8,8,4.0,70,\N,\N,69,9,1:08.661,226.399,11,2018,9,70,Austrian Grand Prix,2018-07-01,13:10:00,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
23950,997,844,15,16,18,9,9,9,2.0,70,\N,\N,68,14,1:09.006,225.267,11,2018,9,70,Austrian Grand Prix,2018-07-01,13:10:00,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Charles Leclerc
23952,997,842,5,10,12,11,11,11,0.0,70,\N,\N,38,19,1:09.295,224.327,11,2018,9,70,Austrian Grand Prix,2018-07-01,13:10:00,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Pierre Gasly
23953,997,832,4,55,9,12,12,12,0.0,70,\N,\N,37,10,1:08.766,226.053,11,2018,9,70,Austrian Grand Prix,2018-07-01,13:10:00,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
23955,997,840,3,18,14,14,14,14,0.0,69,\N,\N,68,18,1:09.203,224.626,12,2018,9,70,Austrian Grand Prix,2018-07-01,13:10:00,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lance Stroll
23957,997,1,131,44,2,\N,R,16,0.0,62,\N,\N,58,3,1:07.241,231.180,32,2018,9,70,Austrian Grand Prix,2018-07-01,13:10:00,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
23961,997,807,4,27,10,\N,R,20,0.0,11,\N,\N,7,20,1:10.380,220.869,5,2018,9,70,Austrian Grand Prix,2018-07-01,13:10:00,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
23963,998,1,131,44,1,2,2,2,18.0,52,+2.264,5252048,52,3,1:31.245,232.424,1,2018,10,9,British Grand Prix,2018-07-08,13:10:00,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
23967,998,807,4,27,11,6,6,6,8.0,52,+28.220,5278004,48,7,1:33.405,227.049,1,2018,10,9,British Grand Prix,2018-07-08,13:10:00,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
23968,998,839,10,31,10,7,7,7,6.0,52,+29.930,5279714,48,13,1:33.606,226.562,1,2018,10,9,British Grand Prix,2018-07-08,13:10:00,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Esteban Ocon
23969,998,4,1,14,13,8,8,8,4.0,52,+31.115,5280899,52,10,1:33.482,226.862,1,2018,10,9,British Grand Prix,2018-07-08,13:10:00,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
23973,998,840,3,18,19,12,12,12,0.0,52,+38.106,5287890,48,15,1:33.869,225.927,1,2018,10,9,British Grand Prix,2018-07-08,13:10:00,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lance Stroll
23974,998,842,5,10,14,13,13,13,0.0,52,+39.129,5288913,48,8,1:33.465,226.904,1,2018,10,9,British Grand Prix,2018-07-08,13:10:00,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Pierre Gasly
23977,998,830,9,33,5,\N,R,15,0.0,46,\N,\N,42,6,1:32.007,230.499,23,2018,10,9,British Grand Prix,2018-07-08,13:10:00,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
23979,998,832,4,55,16,\N,R,17,0.0,37,\N,\N,25,17,1:34.602,224.177,4,2018,10,9,British Grand Prix,2018-07-08,13:10:00,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
23981,998,844,15,16,9,\N,R,19,0.0,18,\N,\N,3,19,1:35.209,222.747,27,2018,10,9,British Grand Prix,2018-07-08,13:10:00,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Charles Leclerc
23983,999,1,131,44,14,1,1,1,25.0,67,1:32:29.845,5549845,66,1,1:15.545,217.968,1,2018,11,10,German Grand Prix,2018-07-22,13:10:00,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
23986,999,830,9,33,4,4,4,4,12.0,67,+7.654,5557499,66,3,1:15.852,217.085,1,2018,11,10,German Grand Prix,2018-07-22,13:10:00,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
23987,999,807,4,27,7,5,5,5,10.0,67,+26.609,5576454,66,16,1:17.910,211.351,1,2018,11,10,German Grand Prix,2018-07-22,13:10:00,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
23990,999,839,10,31,15,8,8,8,4.0,67,+31.750,5581595,64,17,1:17.941,211.267,1,2018,11,10,German Grand Prix,2018-07-22,13:10:00,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Esteban Ocon
23994,999,832,4,55,8,12,12,12,0.0,67,+43.069,5592914,63,7,1:17.430,212.661,1,2018,11,10,German Grand Prix,2018-07-22,13:10:00,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
23996,999,842,5,10,16,14,14,14,0.0,66,\N,\N,66,13,1:17.762,211.753,11,2018,11,10,German Grand Prix,2018-07-22,13:10:00,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Pierre Gasly
23997,999,844,15,16,9,15,15,15,0.0,66,\N,\N,64,14,1:17.852,211.509,11,2018,11,10,German Grand Prix,2018-07-22,13:10:00,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Charles Leclerc
23998,999,4,1,14,11,16,16,16,0.0,65,\N,\N,60,11,1:17.741,211.811,31,2018,11,10,German Grand Prix,2018-07-22,13:10:00,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
23999,999,840,3,18,18,\N,R,17,0.0,53,\N,\N,35,19,1:18.861,208.802,5,2018,11,10,German Grand Prix,2018-07-22,13:10:00,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lance Stroll
24003,1000,1,131,44,1,1,1,1,25.0,70,1:37:16.427,5836427,63,4,1:21.107,194.454,1,2018,12,11,Hungarian Grand Prix,2018-07-29,13:10:00,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
24008,1000,842,5,10,6,6,6,6,8.0,70,+1:13.273,5909700,64,7,1:21.685,193.078,1,2018,12,11,Hungarian Grand Prix,2018-07-29,13:10:00,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Pierre Gasly
24010,1000,4,1,14,11,8,8,8,4.0,69,\N,\N,68,9,1:22.090,192.125,11,2018,12,11,Hungarian Grand Prix,2018-07-29,13:10:00,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
24011,1000,832,4,55,5,9,9,9,2.0,69,\N,\N,58,13,1:22.774,190.538,11,2018,12,11,Hungarian Grand Prix,2018-07-29,13:10:00,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
24014,1000,807,4,27,13,12,12,12,0.0,69,\N,\N,69,5,1:21.261,194.085,11,2018,12,11,Hungarian Grand Prix,2018-07-29,13:10:00,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
24015,1000,839,10,31,18,13,13,13,0.0,69,\N,\N,63,14,1:22.876,190.303,11,2018,12,11,Hungarian Grand Prix,2018-07-29,13:10:00,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Esteban Ocon
24019,1000,840,3,18,15,17,17,17,0.0,68,\N,\N,51,12,1:22.660,190.800,12,2018,12,11,Hungarian Grand Prix,2018-07-29,13:10:00,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lance Stroll
24021,1000,830,9,33,7,\N,R,19,0.0,5,\N,\N,5,19,1:23.985,187.790,75,2018,12,11,Hungarian Grand Prix,2018-07-29,13:10:00,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
24022,1000,844,15,16,17,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,22,2018,12,11,Hungarian Grand Prix,2018-07-29,13:10:00,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Charles Leclerc
24024,1001,1,131,44,1,2,2,2,18.0,44,+11.061,5025537,23,3,1:46.721,236.264,1,2018,13,13,Belgian Grand Prix,2018-08-26,13:10:00,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
24025,1001,830,9,33,7,3,3,3,15.0,44,+31.372,5045848,36,4,1:46.946,235.767,1,2018,13,13,Belgian Grand Prix,2018-08-26,13:10:00,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
24028,1001,839,10,31,3,6,6,6,8.0,44,+1:19.520,5093996,35,6,1:48.078,233.298,1,2018,13,13,Belgian Grand Prix,2018-08-26,13:10:00,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Esteban Ocon
24031,1001,842,5,10,10,9,9,9,2.0,44,+1:45.892,5120368,36,9,1:48.588,232.202,1,2018,13,13,Belgian Grand Prix,2018-08-26,13:10:00,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Pierre Gasly
24033,1001,832,4,55,14,11,11,11,0.0,43,\N,\N,32,10,1:48.670,232.027,11,2018,13,13,Belgian Grand Prix,2018-08-26,13:10:00,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
24035,1001,840,3,18,17,13,13,13,0.0,43,\N,\N,39,16,1:49.287,230.717,11,2018,13,13,Belgian Grand Prix,2018-08-26,13:10:00,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lance Stroll
24040,1001,844,15,16,12,\N,R,18,0.0,0,\N,\N,\N,0,\N,\N,3,2018,13,13,Belgian Grand Prix,2018-08-26,13:10:00,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Charles Leclerc
24041,1001,4,1,14,15,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,3,2018,13,13,Belgian Grand Prix,2018-08-26,13:10:00,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
24042,1001,807,4,27,20,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,3,2018,13,13,Belgian Grand Prix,2018-08-26,13:10:00,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
24043,1002,1,131,44,3,1,1,1,25.0,53,1:16:54.484,4614484,30,1,1:22.497,252.794,1,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
24047,1002,830,9,33,5,5,5,5,10.0,53,+18.208,4632692,41,6,1:23.609,249.432,1,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
24048,1002,839,10,31,8,6,6,6,8.0,53,+57.761,4672245,48,12,1:24.243,247.555,1,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Esteban Ocon
24050,1002,832,4,55,7,8,8,8,4.0,53,+1:18.140,4692624,43,5,1:23.529,249.671,1,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
24051,1002,840,3,18,10,9,9,9,2.0,52,\N,\N,52,9,1:24.056,248.106,11,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lance Stroll
24053,1002,844,15,16,15,11,11,11,0.0,52,\N,\N,52,8,1:23.768,248.959,11,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Charles Leclerc
24055,1002,807,4,27,20,13,13,13,0.0,52,\N,\N,47,16,1:24.772,246.010,11,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
24056,1002,842,5,10,9,14,14,14,0.0,52,\N,\N,47,10,1:24.059,248.097,11,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Pierre Gasly
24060,1002,4,1,14,13,\N,R,18,0.0,9,\N,\N,18,17,1:25.229,244.691,5,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
24063,1003,1,131,44,1,1,1,1,25.0,61,1:51:11.611,6671611,56,2,1:42.913,177.108,1,2018,15,15,Singapore Grand Prix,2018-09-16,12:10:00,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
24064,1003,830,9,33,2,2,2,2,18.0,61,+8.961,6680572,54,5,1:43.345,176.368,1,2018,15,15,Singapore Grand Prix,2018-09-16,12:10:00,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
24069,1003,4,1,14,11,7,7,7,6.0,61,+1:43.001,6774612,57,4,1:43.164,176.677,1,2018,15,15,Singapore Grand Prix,2018-09-16,12:10:00,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
24070,1003,832,4,55,12,8,8,8,4.0,60,\N,\N,50,12,1:45.211,173.240,11,2018,15,15,Singapore Grand Prix,2018-09-16,12:10:00,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
24071,1003,844,15,16,13,9,9,9,2.0,60,\N,\N,57,11,1:45.203,173.253,11,2018,15,15,Singapore Grand Prix,2018-09-16,12:10:00,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Charles Leclerc
24072,1003,807,4,27,10,10,10,10,1.0,60,\N,\N,53,19,1:46.093,171.800,11,2018,15,15,Singapore Grand Prix,2018-09-16,12:10:00,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
24075,1003,842,5,10,15,13,13,13,0.0,60,\N,\N,56,18,1:46.063,171.848,11,2018,15,15,Singapore Grand Prix,2018-09-16,12:10:00,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Pierre Gasly
24076,1003,840,3,18,20,14,14,14,0.0,60,\N,\N,53,17,1:46.033,171.897,11,2018,15,15,Singapore Grand Prix,2018-09-16,12:10:00,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lance Stroll
24082,1003,839,10,31,9,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,2018,15,15,Singapore Grand Prix,2018-09-16,12:10:00,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Esteban Ocon
24083,1004,1,131,44,2,1,1,1,25.0,53,1:27:25.181,5245181,50,2,1:35.916,219.492,1,2018,16,71,Russian Grand Prix,2018-09-30,11:10:00,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
24087,1004,830,9,33,19,5,5,5,10.0,53,+31.016,5276197,45,4,1:36.283,218.655,1,2018,16,71,Russian Grand Prix,2018-09-30,11:10:00,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
24089,1004,844,15,16,7,7,7,7,6.0,53,+1:38.390,5343571,52,9,1:38.107,214.590,1,2018,16,71,Russian Grand Prix,2018-09-30,11:10:00,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Charles Leclerc
24091,1004,839,10,31,6,9,9,9,2.0,52,\N,\N,52,12,1:38.366,214.025,11,2018,16,71,Russian Grand Prix,2018-09-30,11:10:00,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Esteban Ocon
24094,1004,807,4,27,12,12,12,12,0.0,52,\N,\N,52,13,1:39.108,212.422,11,2018,16,71,Russian Grand Prix,2018-09-30,11:10:00,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
